,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total_Traded_Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,Day_Perc_Change,Trend
35,TCS,EQ,2017-07-04,2373.6,2373.3,2380.45,2350.05,2360.8,2366.85,2366.9,607567,1438050332.3,24611,339629,55.9,7,2017,-0.28437815975732583,Slight or No change
36,TCS,EQ,2017-07-05,2366.85,2360.8,2365.0,2345.0,2358.0,2356.0,2354.42,407928,960433841.76,22153,216685,53.12,7,2017,-0.4584151931892544,Slight or No change
37,TCS,EQ,2017-07-06,2356.0,2359.0,2361.9,2340.1,2350.05,2347.55,2348.75,513394,1205834157.5,26826,342973,66.81,7,2017,-0.35865874363326666,Slight or No change
38,TCS,EQ,2017-07-07,2347.55,2350.0,2356.45,2325.5,2332.0,2331.95,2343.49,616045,1443695297.05,52731,417958,67.85,7,2017,-0.6645225873783467,Slight negative
39,TCS,EQ,2017-07-10,2331.95,2341.0,2444.9,2341.0,2435.0,2434.95,2426.54,398392,966714123.68,12486,188289,47.26,7,2017,4.416904307553771,Among top gainers
40,TCS,EQ,2017-07-11,2434.95,2426.0,2514.8,2426.0,2482.5,2475.8,2478.13,1768752,4383197393.76,96054,937311,52.99,7,2017,1.6776525185322244,Positive
41,TCS,EQ,2017-07-12,2475.8,2482.5,2483.3,2430.1,2441.0,2439.45,2453.34,1323225,3246320821.5,62259,926229,70.0,7,2017,-1.4682122950157694,Negative
42,TCS,EQ,2017-07-13,2439.45,2445.0,2472.0,2426.6,2439.0,2446.4,2449.5,1565980,3835868010.0,64700,819249,52.32,7,2017,0.2849002849002913,Slight or No change
43,TCS,EQ,2017-07-14,2446.4,2383.0,2425.0,2375.0,2399.1,2397.45,2396.18,2254216,5401507294.879999,95561,853385,37.86,7,2017,-2.000899280575552,Negative
44,TCS,EQ,2017-07-17,2397.45,2397.7,2422.1,2382.2,2397.1,2395.45,2402.63,1105911,2657094945.9300003,49251,668063,60.41,7,2017,-0.08342196917557887,Slight or No change
45,TCS,EQ,2017-07-18,2395.45,2396.15,2443.0,2396.15,2415.1,2408.35,2418.05,954001,2306822118.05,67981,587896,61.62,7,2017,0.5385209459600526,Slight Positive
46,TCS,EQ,2017-07-19,2408.35,2415.5,2460.0,2415.1,2449.25,2449.6,2442.01,1957788,4780937873.88,87419,1244355,63.56,7,2017,1.7127909149417642,Positive
47,TCS,EQ,2017-07-20,2449.6,2449.25,2456.9,2430.5,2437.0,2444.7,2441.25,591252,1443393945.0,23307,305250,51.63,7,2017,-0.20003265839321216,Slight or No change
48,TCS,EQ,2017-07-21,2444.7,2434.9,2500.0,2434.55,2496.0,2491.2,2473.18,1074208,2656709741.44,64460,652870,60.78,7,2017,1.9020738740949783,Positive
49,TCS,EQ,2017-07-24,2491.2,2482.0,2540.0,2482.0,2535.0,2530.7,2519.47,1135701,2861364598.47,68968,749335,65.98,7,2017,1.5855812459858676,Positive
50,TCS,EQ,2017-07-25,2530.7,2525.75,2580.0,2518.4,2579.0,2571.5,2552.41,1339416,3418738792.56,93466,915489,68.35,7,2017,1.6122021575058376,Positive
51,TCS,EQ,2017-07-26,2571.5,2560.0,2575.0,2547.0,2552.0,2556.0,2559.66,729913,1868329109.58,38234,464420,63.63,7,2017,-0.6027610344157108,Slight negative
52,TCS,EQ,2017-07-27,2556.0,2542.2,2584.8,2466.5,2477.0,2481.7,2499.85,2127652,5318810852.2,58582,1376530,64.7,7,2017,-2.9068857589984454,Negative
53,TCS,EQ,2017-07-28,2481.7,2481.0,2493.05,2442.0,2484.95,2484.3,2467.41,691376,1705908056.1599998,55534,349700,50.58,7,2017,0.10476689366161196,Slight or No change
54,TCS,EQ,2017-07-31,2484.3,2471.0,2519.0,2463.0,2494.95,2491.8,2490.03,1009831,2514509484.9300003,59801,555095,54.97,7,2017,0.301895906291505,Slight or No change
55,TCS,EQ,2017-08-01,2491.8,2500.0,2520.75,2491.0,2495.15,2501.65,2502.14,873730,2186194782.2,42188,620303,70.99,8,2017,0.39529657275865215,Slight or No change
56,TCS,EQ,2017-08-02,2501.65,2500.0,2508.0,2462.0,2475.0,2473.8,2484.51,625512,1554090819.1200001,44731,366332,58.57,8,2017,-1.113265244938333,Negative
57,TCS,EQ,2017-08-03,2473.8,2480.0,2502.0,2466.45,2490.05,2489.45,2486.75,941274,2340713119.5,39294,732362,77.81,8,2017,0.6326299620017739,Slight Positive
58,TCS,EQ,2017-08-04,2489.45,2490.8,2528.3,2488.0,2525.0,2522.8,2510.86,693945,1742398742.7,31371,340218,49.03,8,2017,1.3396533370825026,Positive
59,TCS,EQ,2017-08-07,2522.8,2516.5,2520.0,2481.2,2507.4,2503.45,2491.28,942760,2348679132.8,29848,699856,74.23,8,2017,-0.7670049151736302,Slight negative
60,TCS,EQ,2017-08-08,2503.45,2512.0,2528.6,2496.3,2500.15,2503.05,2507.64,536979,1346550019.56,24609,309875,57.71,8,2017,-0.015977950428391896,Slight or No change
61,TCS,EQ,2017-08-09,2503.05,2500.0,2522.85,2493.3,2508.35,2512.0,2511.32,496473,1246802574.3600001,33860,316032,63.66,8,2017,0.3575637721979108,Slight or No change
62,TCS,EQ,2017-08-10,2512.0,2509.0,2520.6,2486.35,2520.0,2511.45,2499.22,763086,1907119792.9199998,37900,507304,66.48,8,2017,-0.02189490445860809,Slight or No change
63,TCS,EQ,2017-08-11,2511.45,2499.9,2535.0,2483.0,2492.65,2496.05,2503.79,697368,1746063024.72,41945,327636,46.98,8,2017,-0.6131915825518974,Slight negative
64,TCS,EQ,2017-08-14,2496.05,2503.0,2509.9,2463.0,2468.0,2469.4,2487.26,393252,978119969.5200001,29766,227374,57.82,8,2017,-1.0676869453736915,Negative
65,TCS,EQ,2017-08-16,2469.4,2484.0,2543.8,2465.2,2490.15,2492.35,2487.66,686670,1708201492.1999998,44396,437761,63.75,8,2017,0.9293755568154038,Slight Positive
66,TCS,EQ,2017-08-17,2492.35,2500.7,2505.0,2462.1,2485.55,2485.65,2480.04,876187,2172978807.48,40452,613453,70.01,8,2017,-0.26882259714726686,Slight or No change
