,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total_Traded_Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,Day_Perc_Change,Trend
67,TCS,EQ,2017-08-18,2485.65,2474.0,2549.9,2471.4,2515.0,2513.8,2520.86,1418678,3576288623.0800004,77980,837580,59.04,8,2017,1.1325005531752197,Positive
68,TCS,EQ,2017-08-21,2513.8,2505.5,2549.0,2494.3,2513.2,2528.8,2534.62,1152417,2920939176.54,54265,747946,64.9,8,2017,0.5967061818760389,Slight Positive
69,TCS,EQ,2017-08-22,2528.8,2523.0,2539.5,2492.0,2500.0,2497.55,2516.08,565663,1423253361.04,35029,287383,50.8,8,2017,-1.2357639987345737,Negative
70,TCS,EQ,2017-08-23,2497.55,2505.0,2516.8,2473.15,2491.6,2489.45,2487.52,781136,1943091422.72,39129,512785,65.65,8,2017,-0.3243178314748629,Slight or No change
71,TCS,EQ,2017-08-24,2489.45,2497.7,2517.95,2486.15,2498.05,2496.6,2495.82,811954,2026491032.2800002,42614,596982,73.52,8,2017,0.2872120347868101,Slight or No change
72,TCS,EQ,2017-08-28,2496.6,2504.6,2505.4,2461.0,2491.0,2487.3,2479.76,1018398,2525382624.48,54931,696983,68.44,8,2017,-0.3725066089882101,Slight or No change
73,TCS,EQ,2017-08-29,2487.3,2482.0,2496.0,2463.95,2475.05,2470.85,2472.97,656301,1623012683.9699998,23498,432172,65.85,8,2017,-0.6613597073131583,Slight negative
74,TCS,EQ,2017-08-30,2470.85,2481.0,2490.0,2460.1,2485.0,2484.55,2478.46,485391,1203022177.8600001,24262,240993,49.65,8,2017,0.5544650626302827,Slight Positive
75,TCS,EQ,2017-08-31,2484.55,2485.0,2504.4,2466.65,2498.0,2496.35,2489.91,892332,2221826370.12,47192,591710,66.31,8,2017,0.4749350989112555,Slight or No change
76,TCS,EQ,2017-09-01,2496.35,2480.0,2498.05,2436.55,2460.6,2456.45,2452.84,851165,2087771558.6000001,40185,447974,52.63,9,2017,-1.598333567007837,Negative
77,TCS,EQ,2017-09-04,2456.45,2453.1,2461.0,2438.0,2457.0,2456.2,2452.06,531272,1302710820.32,29763,314907,59.27,9,2017,-0.010177288363288906,Slight or No change
78,TCS,EQ,2017-09-05,2456.2,2460.0,2490.0,2437.05,2484.65,2484.35,2463.13,582997,1435997400.6100001,27861,390654,67.01,9,2017,1.146079309502479,Positive
79,TCS,EQ,2017-09-06,2484.35,2468.15,2474.85,2450.0,2453.0,2453.2,2454.77,614382,1508166502.14,37430,428731,69.78,9,2017,-1.253849095336812,Negative
80,TCS,EQ,2017-09-07,2453.2,2458.0,2468.4,2451.05,2460.0,2460.1,2458.6,435318,1070272834.8,35496,314028,72.14,9,2017,0.2812652861568621,Slight or No change
81,TCS,EQ,2017-09-08,2460.1,2453.75,2474.0,2452.55,2465.15,2470.6,2466.13,510567,1259124595.71,26980,354180,69.37,9,2017,0.4268119182146979,Slight or No change
82,TCS,EQ,2017-09-11,2470.6,2471.2,2482.95,2450.0,2455.0,2454.45,2463.39,366382,902541754.9799999,17519,260179,71.01,9,2017,-0.653687363393507,Slight negative
83,TCS,EQ,2017-09-12,2454.45,2473.9,2497.0,2457.0,2497.0,2488.45,2469.62,698230,1724362772.6,25758,552659,79.15,9,2017,1.3852390555929128,Positive
84,TCS,EQ,2017-09-13,2488.45,2500.0,2531.65,2475.2,2492.7,2489.2,2504.48,639490,1601589915.2,32185,345028,53.95,9,2017,0.03013924330406148,Slight or No change
85,TCS,EQ,2017-09-14,2489.2,2482.0,2497.6,2471.9,2485.0,2486.95,2484.2,540755,1343343571.0,38222,389170,71.97,9,2017,-0.09039048690342444,Slight or No change
86,TCS,EQ,2017-09-15,2486.95,2499.0,2517.0,2485.0,2504.0,2506.05,2503.39,1472036,3685080202.04,57885,1204007,81.79,9,2017,0.7680090070166345,Slight Positive
87,TCS,EQ,2017-09-18,2506.05,2504.95,2518.95,2489.25,2505.0,2499.05,2502.71,363300,909234543.0,34868,240697,66.25,9,2017,-0.2793240358332838,Slight or No change
88,TCS,EQ,2017-09-19,2499.05,2505.0,2505.0,2491.5,2498.0,2498.25,2496.55,391377,977092249.35,14036,296891,75.86,9,2017,-0.03201216462256351,Slight or No change
89,TCS,EQ,2017-09-20,2498.25,2514.0,2514.0,2474.3,2496.0,2493.55,2485.89,667321,1658886600.6899998,21548,536043,80.33,9,2017,-0.1881316921845233,Slight or No change
90,TCS,EQ,2017-09-21,2493.55,2491.05,2541.0,2480.0,2525.0,2524.9,2509.94,1219370,3060545537.8,44213,843424,69.17,9,2017,1.2572436887168914,Positive
91,TCS,EQ,2017-09-22,2524.9,2519.9,2526.9,2492.0,2509.0,2503.6,2508.22,1217698,3054254477.56,47174,887364,72.87,9,2017,-0.843597766248172,Slight negative
92,TCS,EQ,2017-09-25,2503.6,2496.55,2534.0,2492.75,2510.0,2510.75,2515.11,799779,2011532160.69,50797,499966,62.51,9,2017,0.28558875219684143,Slight or No change
93,TCS,EQ,2017-09-26,2510.75,2510.0,2526.4,2466.0,2475.0,2474.65,2485.79,724615,1801240720.85,30740,496026,68.45,9,2017,-1.437817385243445,Negative
94,TCS,EQ,2017-09-27,2474.65,2490.0,2512.2,2473.75,2495.1,2495.0,2495.71,1005178,2508632786.38,37197,646194,64.29,9,2017,0.822338512516918,Slight Positive
95,TCS,EQ,2017-09-28,2495.0,2494.7,2514.0,2452.0,2472.75,2476.45,2480.49,2166433,5373815392.169999,89294,1630581,75.27,9,2017,-0.7434869739479044,Slight negative
96,TCS,EQ,2017-09-29,2476.45,2479.0,2484.0,2421.5,2437.6,2435.95,2455.42,992507,2437021537.94,60239,705264,71.06,9,2017,-1.6354055199983897,Negative
97,TCS,EQ,2017-10-03,2435.95,2440.0,2454.3,2427.05,2452.0,2448.45,2440.87,961503,2346903827.6099997,57917,685041,71.25,10,2017,0.5131468215685775,Slight Positive
98,TCS,EQ,2017-10-04,2448.45,2449.6,2454.0,2425.0,2442.0,2442.3,2440.46,650389,1587248338.94,31490,469306,72.16,10,2017,-0.25117931752740574,Slight or No change
99,TCS,EQ,2017-10-05,2442.3,2441.0,2443.45,2424.4,2430.0,2429.6,2434.97,842343,2051079934.7099998,21566,693866,82.37,10,2017,-0.5200016378004491,Slight negative
100,TCS,EQ,2017-10-06,2429.6,2430.0,2455.0,2428.05,2451.0,2446.65,2443.5,694594,1697240439.0,31692,487487,70.18,10,2017,0.7017616068488719,Slight Positive
101,TCS,EQ,2017-10-09,2446.65,2441.05,2467.95,2441.05,2449.1,2454.1,2457.72,886808,2179525757.7599998,30973,714603,80.58,10,2017,0.30449798704350606,Slight or No change
102,TCS,EQ,2017-10-10,2454.1,2455.0,2469.95,2451.25,2453.4,2459.25,2459.75,611005,1502919548.75,32806,477108,78.09,10,2017,0.2098528992298565,Slight or No change
103,TCS,EQ,2017-10-11,2459.25,2460.0,2514.45,2456.75,2500.0,2500.35,2494.35,763873,1905366617.55,39551,473024,61.92,10,2017,1.671241232082954,Positive
104,TCS,EQ,2017-10-12,2500.35,2513.0,2555.0,2507.0,2546.9,2548.2,2529.48,2503178,6331738687.44,55773,1654922,66.11,10,2017,1.913732077509156,Positive
105,TCS,EQ,2017-10-13,2548.2,2548.2,2608.95,2523.0,2559.75,2558.6,2562.16,2033160,5209281225.599999,83968,623802,30.68,10,2017,0.40813122988776485,Slight or No change
106,TCS,EQ,2017-10-16,2558.6,2555.05,2590.0,2555.05,2587.0,2584.4,2577.86,609295,1570677208.7,50285,381873,62.67,10,2017,1.0083639490346297,Positive
107,TCS,EQ,2017-10-17,2584.4,2585.0,2614.95,2577.55,2594.6,2594.55,2598.37,721508,1874744741.96,33284,421119,58.37,10,2017,0.392741061755153,Slight or No change
108,TCS,EQ,2017-10-18,2594.55,2595.0,2613.65,2580.0,2592.0,2586.6,2588.24,757072,1959484033.2799997,27424,556509,73.51,10,2017,-0.3064115164479464,Slight or No change
109,TCS,EQ,2017-10-19,2586.6,2592.0,2595.8,2571.0,2583.4,2583.9,2581.96,43411,112085465.56,2351,13869,31.95,10,2017,-0.10438413361167909,Slight or No change
110,TCS,EQ,2017-10-23,2583.9,2584.0,2629.0,2547.45,2590.0,2587.9,2599.06,943044,2451027938.64,58735,720214,76.37,10,2017,0.15480475250591041,Slight or No change
111,TCS,EQ,2017-10-24,2587.9,2620.0,2620.9,2569.05,2575.0,2578.4,2581.12,669510,1728085651.1999998,44454,495808,74.06,10,2017,-0.3670930097762648,Slight or No change
112,TCS,EQ,2017-10-25,2578.4,2578.5,2614.0,2555.0,2560.0,2559.9,2580.66,552553,1425951424.98,38719,362115,65.53,10,2017,-0.7174992243251577,Slight negative
113,TCS,EQ,2017-10-26,2559.9,2535.1,2569.15,2517.9,2531.7,2538.85,2541.16,1503776,3821335420.16,52192,1032027,68.63,10,2017,-0.8222977460057068,Slight negative
114,TCS,EQ,2017-10-27,2538.85,2538.0,2593.15,2530.3,2580.0,2584.3,2567.39,704635,1809072852.6499999,34346,505106,71.68,10,2017,1.790180593575852,Positive
115,TCS,EQ,2017-10-30,2584.3,2586.0,2620.0,2581.7,2615.1,2616.2,2606.79,568626,1482288570.54,21542,350603,61.66,10,2017,1.234376813837379,Positive
116,TCS,EQ,2017-10-31,2616.2,2601.3,2640.0,2601.3,2618.75,2624.0,2627.82,796317,2092577738.94,45128,558622,70.15,10,2017,0.29814234385749927,Slight or No change
117,TCS,EQ,2017-11-01,2624.0,2624.0,2626.85,2578.85,2607.75,2602.85,2593.88,370941,962176441.08,28138,196048,52.85,11,2017,-0.8060213414634143,Slight negative
118,TCS,EQ,2017-11-02,2602.85,2608.5,2674.0,2606.75,2623.05,2626.15,2639.78,734211,1938155513.5800002,29980,406095,55.31,11,2017,0.8951725992661919,Slight Positive
119,TCS,EQ,2017-11-03,2626.15,2632.4,2636.7,2602.8,2622.0,2620.1,2619.76,333443,873540633.6800001,29606,214694,64.39,11,2017,-0.23037526416999077,Slight or No change
120,TCS,EQ,2017-11-06,2620.1,2620.0,2671.8,2611.75,2660.15,2665.55,2641.62,688500,1818755370.0,61866,527626,76.63,11,2017,1.7346666157780355,Positive
121,TCS,EQ,2017-11-07,2665.55,2670.0,2768.0,2666.05,2710.0,2710.05,2718.44,1348446,3665669544.2400002,61294,584060,43.31,11,2017,1.6694490818029983,Positive
122,TCS,EQ,2017-11-08,2710.05,2723.0,2759.0,2718.25,2737.0,2735.0,2741.21,701126,1921933602.46,48744,444618,63.41,11,2017,0.920647220530979,Slight Positive
123,TCS,EQ,2017-11-09,2735.0,2750.0,2750.0,2719.3,2740.0,2736.4,2732.42,576216,1574464122.72,27786,370073,64.22,11,2017,0.0511882998171842,Slight or No change
124,TCS,EQ,2017-11-10,2736.4,2722.2,2726.0,2693.35,2710.0,2708.75,2706.84,678283,1836003555.72,22485,456167,67.25,11,2017,-1.0104516883496562,Negative
125,TCS,EQ,2017-11-13,2708.75,2702.05,2777.4,2702.05,2756.55,2758.95,2757.27,748498,2063811080.46,44504,379983,50.77,11,2017,1.8532533456391276,Positive
126,TCS,EQ,2017-11-14,2758.95,2756.55,2756.55,2707.5,2710.0,2714.6,2718.61,828626,2252710929.86,50733,554011,66.86,11,2017,-1.607495605212128,Negative
127,TCS,EQ,2017-11-15,2714.6,2706.0,2755.0,2701.35,2710.0,2705.3,2736.73,3335417,9128135766.41,47448,2841173,85.18,11,2017,-0.3425919104103614,Slight or No change
128,TCS,EQ,2017-11-16,2705.3,2710.0,2763.0,2686.95,2739.9,2746.65,2734.0,826741,2260309894.0,45075,380359,46.01,11,2017,1.528481129634418,Positive
129,TCS,EQ,2017-11-17,2746.65,2748.1,2748.1,2703.6,2708.2,2707.3,2719.89,662732,1802558139.48,34043,411909,62.15,11,2017,-1.432654324358762,Negative
130,TCS,EQ,2017-11-20,2707.3,2715.0,2726.9,2695.3,2697.9,2703.45,2709.98,507249,1374634645.02,27013,360469,71.06,11,2017,-0.14220810401508466,Slight or No change
131,TCS,EQ,2017-11-21,2703.45,2701.0,2701.0,2666.0,2670.25,2672.95,2678.52,763870,2046041072.4,38552,527247,69.02,11,2017,-1.1281880560025104,Negative
132,TCS,EQ,2017-11-22,2672.95,2673.0,2709.7,2672.4,2681.4,2680.65,2690.88,911312,2452231234.56,67085,612065,67.16,11,2017,0.28807123215923713,Slight or No change
133,TCS,EQ,2017-11-23,2680.65,2681.0,2693.0,2669.0,2676.55,2681.25,2684.25,396735,1064935923.75,31522,189438,47.75,11,2017,0.022382631078277093,Slight or No change
134,TCS,EQ,2017-11-24,2681.25,2682.0,2702.9,2673.1,2688.2,2688.05,2688.26,1143756,3074713504.5600004,47991,936777,81.9,11,2017,0.2536130536130665,Slight or No change
135,TCS,EQ,2017-11-27,2688.05,2688.0,2695.9,2662.2,2683.05,2685.85,2678.65,928393,2486839909.4500003,40042,725134,78.11,11,2017,-0.08184371570469917,Slight or No change
136,TCS,EQ,2017-11-28,2685.85,2686.0,2702.4,2670.0,2681.05,2685.3,2679.22,455858,1221343870.76,29742,298928,65.57,11,2017,-0.02047768862742938,Slight or No change
137,TCS,EQ,2017-11-29,2685.3,2677.5,2693.0,2650.0,2653.65,2658.15,2674.7,723766,1935856920.1999998,41795,531968,73.5,11,2017,-1.0110602167355598,Negative
138,TCS,EQ,2017-11-30,2658.15,2653.65,2666.95,2623.0,2635.0,2637.0,2641.37,2149981,5678895313.969999,86807,1464976,68.14,11,2017,-0.7956661587946501,Slight negative
139,TCS,EQ,2017-12-01,2637.0,2635.0,2668.0,2621.5,2630.0,2629.95,2647.75,515572,1365105763.0,37693,285458,55.37,12,2017,-0.26734926052333075,Slight or No change
140,TCS,EQ,2017-12-04,2629.95,2622.0,2658.5,2602.95,2630.0,2632.35,2629.84,629552,1655621031.68,37609,342423,54.39,12,2017,0.09125648776593387,Slight or No change
141,TCS,EQ,2017-12-05,2632.35,2631.0,2651.7,2628.15,2633.0,2635.55,2641.13,583957,1542306351.41,33907,386120,66.12,12,2017,0.12156438163619665,Slight or No change
142,TCS,EQ,2017-12-06,2635.55,2636.0,2645.0,2612.85,2635.0,2633.3,2627.47,703759,1849105659.7299998,61422,534381,75.93,12,2017,-0.08537117489707535,Slight or No change
143,TCS,EQ,2017-12-07,2633.3,2632.3,2645.95,2615.0,2617.95,2617.25,2623.62,663150,1739853603.0,52980,503427,75.91,12,2017,-0.6095013860935028,Slight negative
144,TCS,EQ,2017-12-08,2617.25,2618.0,2645.0,2597.0,2600.0,2601.5,2621.69,692774,1816238668.06,67356,443099,63.96,12,2017,-0.6017766739898733,Slight negative
145,TCS,EQ,2017-12-11,2601.5,2608.35,2672.65,2608.35,2670.0,2661.1,2635.45,504001,1328269435.4499998,47999,298309,59.19,12,2017,2.2909859696329082,Positive
146,TCS,EQ,2017-12-12,2661.1,2661.0,2662.0,2607.4,2609.55,2612.15,2624.14,941123,2469638509.22,57531,622120,66.1,12,2017,-1.8394648829431426,Negative
147,TCS,EQ,2017-12-13,2612.15,2611.4,2651.45,2601.0,2633.5,2628.4,2632.07,1480729,3897382379.03,48513,1169964,79.01,12,2017,0.6220929119690632,Slight Positive
148,TCS,EQ,2017-12-14,2628.4,2632.0,2632.0,2531.1,2558.2,2557.8,2558.8,2752075,7042009510.000001,118270,1987921,72.23,12,2017,-2.686044742048388,Negative
149,TCS,EQ,2017-12-15,2557.8,2563.75,2584.45,2536.85,2543.95,2545.6,2552.92,1359069,3469594431.48,97835,934401,68.75,12,2017,-0.4769723981546736,Slight or No change
150,TCS,EQ,2017-12-18,2545.6,2537.0,2588.95,2494.35,2576.6,2580.5,2548.56,1090332,2778776521.92,71724,588034,53.93,12,2017,1.3709930861093733,Positive
151,TCS,EQ,2017-12-19,2580.5,2576.0,2597.8,2564.7,2577.4,2575.3,2583.18,900976,2327383183.68,76762,633455,70.31,12,2017,-0.201511335012583,Slight or No change
